accession,secondary_accession,bioproject,study_name,body_sites,samples_count,biome_lineages,centre_name,last_update
MGYS00002226,SRP075956,PRJNA320703,The human oral microbiota and interleukin 8 levels,oral,21,root:Host-associated:Human:Digestive system:Oral,University of Vienna,2019-11-07T16:54:14
MGYS00003719,SRP125475,PRJNA419453,microbial community diversities of subgingival plaque of 9 subjects,oral,21,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,Peking University Health Science Center,2019-11-07T16:56:01
MGYS00006102,ERP140636,PRJEB55708,EMG produced TPA metagenomics assembly of PRJEB44042 data set (Kefir ameliorates specific microbiota-gut-brain axis impairments in a mouse model relevant to autism spectrum disorder).,gut,21,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2023-03-04T05:57:18
MGYS00006373,SRP311710,PRJNA716362,Characterize and compare the composition of the pulmonary bacterioma in women exposed to risk factors for chronic lung diseases,respiratory,21,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Instituto Nacional de Enfermedades Respiratorias Ismael Cosio Villegas,2023-09-02T21:23:07
MGYS00006343,SRP270071,PRJNA644204,Study of fungal clinical isolates from different anatomical sites and metagenomic of the lung microbiome of patients with cystic fibrosis,respiratory,21,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,FCFRP,2023-09-02T00:30:41
MGYS00005390,ERP114141,PRJEB31570,EMG produced TPA metagenomics assembly of the PRJEB8249 data set (Bariatric surgery induces long-term changes on the gut metagenome contributing to fat mass regulation).,gut,21,root:Host-associated:Human:Digestive system:Large intestine,EMG,2020-05-22T02:14:05
MGYS00006649,ERP131993,PRJEB47694,EMG produced TPA metagenomics assembly of PRJNA748214 data set (saliva samples Raw sequence reads).,oral,20,root:Host-associated:Human:Digestive system:Oral:Saliva,EMG,2024-04-03T17:48:00
MGYS00006627,ERP138373,PRJEB53566,EMG produced TPA metagenomics assembly of PRJNA669294 data set (Effect of metronidazole on vaginal microbiota associated with asymptomatic bacterial vaginosis).,urogenital,20,root:Host-associated:Human:Reproductive system:Vagina,EMG,2024-03-09T11:23:28
MGYS00002221,SRP047310,PRJNA261274,microbial diversity on human oral cavity,oral,20,root:Host-associated:Human:Digestive system:Oral:Saliva,Northwest University for Nationalities,2019-11-07T16:55:06
MGYS00002394,SRP051741,PRJNA271538,Subgingival plaque and peri-implant biofilm,oral,20,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,Peking University School and Hospital of Stomatology,2019-11-07T16:55:54
MGYS00005391,ERP009310,PRJEB8249,Bariatric surgery induces long-term changes on the gut metagenome contributing to fat mass regulation,gut,20,root:Host-associated:Human:Digestive system:Large intestine,CHALMERS,2020-05-21T21:53:22
MGYS00005131,ERP118234,PRJEB35214,Metagenomics of gut microbiome from diarrheal samples,gut,20,root:Host-associated:Human:Digestive system:Large intestine:Fecal,ICMR-National Institute of Cholera and Enteric Diseases,2019-11-18T10:29:47
MGYS00003510,ERP108939,PRJEB26908,EMG produced TPA metagenomics assembly of the Gut microbiota of 10 pairs of Chinese infant twins (Gut microbiota of 10 pairs of Chinese infant twins) data set.,gut,19,root:Host-associated:Human:Digestive system:Large intestine|root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-05-18T00:58:44
MGYS00006420,SRP395591,PRJNA876036,Lung microbiota in mice underwent intestinal ischemia/reperfusion injury (Singly housing),respiratory,19,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,"Nanfang Hospital, Southern Medical University",2023-09-03T13:03:39
MGYS00000277,SRP002423,PRJNA46321,Human Gut Microbiome in Crohn's Disease,gut,19,root:Host-associated:Human:Digestive system:Large intestine:Fecal,NIDDK,2016-01-20T14:12:06
MGYS00001213,SRP073516,PRJNA318788,Human Feces Samples Metagenome,gut,18,root:Host-associated:Human:Digestive system:Large intestine:Fecal,University of Pennsylvania,2019-11-07T16:53:04
MGYS00002241,ERP014011,PRJEB12522,MICROBIOLOGICAL AND BIOINFORMATICS ANALYSIS OF PRIMARY SJOGREN'S SYNDROME PATIENTS WITH NORMAL SALIVATION,oral,18,root:Host-associated:Human:Digestive system:Oral:Saliva,"Faculty of Dentistry,Departtment of Oral Biology",2018-02-15T08:31:00
MGYS00001695,ERP010088,PRJEB9034,Metagenomic analysis of the upper bronchial tract microbiome in patients with chronic obstructive pulmonary disease and 'healthy' smoker controls,respiratory,18,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,ABERSYTWYTH UNIVERSITY,2017-04-13T11:16:11
MGYS00006504,SRP153115,PRJNA480715,human lung metagenome targeted loci cystic fibrosis,respiratory,18,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Marine Biological Laboratory,2023-09-25T15:55:14
MGYS00005583,SRP017459,PRJNA177883,equine gut metagenome Targeted Locus,gut,18,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Texas A&M University,2020-08-14T14:57:18
MGYS00005124,ERP117955,PRJEB34967,Metagenomic analysis of the cervicovaginal microbiome in women with systemic lupus erythematosus: A new insight into sex and ethnic differences,urogenital,18,root:Host-associated:Human:Reproductive system:Vagina,"The University of the West Indies, CAve Hill Campus",2019-10-29T11:47:10
MGYS00006639,ERP141819,PRJEB56857,EMG produced TPA metagenomics assembly of PRJNA741688 data set (saliva metagenomic analysis of Crohn`s disease-related periodontitis).,oral,18,root:Host-associated:Human:Digestive system:Oral:Saliva,EMG,2024-03-26T11:32:52
MGYS00002231,SRP047405,PRJNA261765,Saliva in oral cavity Targeted Locus (Loci),oral,17,root:Host-associated:Human:Digestive system:Oral:Saliva,Northwest University for Nationalities,2019-11-07T16:55:10
MGYS00002228,SRP107375,PRJNA384402,oral metagenome Metagenome,oral,17,root:Host-associated:Human:Digestive system:Oral,"Mariam Ashour, Dr. Marwa Azab, Prof. Dr. Ali Ahmed, Suez Canal University",2019-11-07T16:54:18
MGYS00000278,SRP002437,,Developing infant gut microbiome,gut,17,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Cornell University,2016-01-20T14:12:06
MGYS00005388,ERP114147,PRJEB31576,EMG produced TPA metagenomics assembly of the PRJEB8245 data set (Metagenomic sequencing revealed altered microbiota in microscopic colitis).,gut,17,root:Host-associated:Human:Digestive system:Large intestine,EMG,2020-05-22T02:13:20
MGYS00005347,SRP052967,PRJNA273761,Metagenomes from human infant fecal samples with and without necrotizing enterocolitis,gut,17,root:Host-associated:Human:Digestive system:Large intestine:Fecal,"Banfield Lab, University of California, Berkeley",2020-05-17T12:58:51
MGYS00006467,SRP095188,PRJNA357063,Lung Microbiome in Idiopathic Pulmonary Fibrosis and Interferon-?,respiratory,17,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,New York University School of Medicine,2023-09-11T13:17:20
MGYS00006768,ERP159773,PRJEB75188,EMG produced TPA metagenomics assembly of PRJNA876384 data set (Microbial DNA extraction of high-host content and low biomass samples: optimized protocol for nasopharynx metagenomic studies).,respiratory,17,root:Host-associated:Human:Respiratory system:Nasopharyngeal,EMG,2025-03-13T15:25:41
MGYS00006528,SRP165644,PRJNA496030,Pseudomonas aeruginosa population sequencing,respiratory,16,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,NNF-CFB DTU,2023-09-26T13:02:41
MGYS00000258,SRP000319,PRJNA32089,A core gut microbiome in obese and lean twins,gut,16,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CGS-GL,2016-01-20T14:12:06
MGYS00005445,ERP113995,PRJEB31434,EMG produced TPA metagenomics assembly of the PRJNA385126 data set (viral metagenome Metagenome).,gut,16,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-05-22T08:50:29
MGYS00006008,ERP136476,PRJEB51828,EMG produced TPA metagenomics assembly of PRJEB3227 data set (Follow-up of faecal microbiota in IBS patients).,gut,16,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2022-04-11T09:21:25
MGYS00005109,ERP116743,PRJEB33912,EMG produced TPA metagenomics assembly of the Isolation and Identification of the Follicular Microbiome: Implications for Acne Research (PRJNA435265) data set.,skin,16,root:Host-associated:Human:Skin,EMG,2020-03-30T15:26:17
MGYS00005389,ERP009306,PRJEB8245,Metagenomic sequencing revealed altered microbiota in microscopic colitis,gut,16,root:Host-associated:Human:Digestive system:Large intestine,CHALMERS,2020-05-21T21:50:11
MGYS00006474,SRP118537,PRJNA408304,Clinical bronchoalveolar lavage (BAL) samples Targeted loci,respiratory,16,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of North Texas Health Science Center,2023-09-25T11:51:26
MGYS00006388,SRP336614,PRJNA762201,lung metagenome Raw sequence reads,respiratory,16,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Northwest A&F University,2023-09-03T00:39:35
MGYS00006445,SRP386315,PRJNA858534,Lung microbiome dysbiosis in  lower airway in progression of lung cancer.,respiratory,16,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Shandong University,2023-09-05T13:37:16
MGYS00005730,ERP125908,PRJEB42045,Study of infant stool samples in the first year of life.,gut,16,root:Host-associated:Human:Digestive system:Large intestine:Fecal,UNIVERSITY OF AMSTERDAM,2022-09-24T13:50:46
MGYS00006265,ERP115773,PRJEB33020,Healthy human lung microbiome from 15 volunteers,respiratory,15,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,URMITE,2023-07-29T04:01:33
MGYS00005657,ERP124921,PRJEB41181,EMG produced TPA metagenomics assembly of PRJEB19090 data set (Potential and active functions in the gut microbiota of a healthy human cohort).,gut,15,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-11-24T18:35:50
MGYS00002309,ERP106171,PRJEB24355,EMG produced TPA metagenomics assembly of the The antibiotic resistance potential of the preterm infant gut microbiome measured using shotgun metagenomics. (Antibiotic resistance within the preterm infant gut.) data set.,gut,15,root:Host-associated:Human:Digestive system:Large intestine|root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL-EBI,2020-05-15T15:26:37
MGYS00002339,ERP105876,PRJEB24076,EMG produced TPA metagenomics assembly of the The microbial colonization of the intestine during the first months of life constitutes the most important process for the microbiota-induced host-homeostasis.,gut,15,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL-EBI,2018-04-13T11:11:59
MGYS00001442,ERP021080,PRJEB19090,Potential and active functions in the gut microbiota of a healthy human cohort,gut,15,root:Host-associated:Human:Digestive system:Large intestine:Fecal,PORTO CONTE RICERCHE SRL,2017-02-09T09:33:31
MGYS00005446,SRP106048,PRJNA385126,viral metagenome Metagenome,gut,15,root:Host-associated:Human:Digestive system:Large intestine:Fecal,APC Microbiome Institute,2020-05-22T02:50:26
MGYS00000500,ERP008562,PRJEB7637,Changes imposed by Clostridium difficile infection on the human gut microbiome,gut,15,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CSISP,2016-01-20T14:12:06
MGYS00006465,SRP082546,PRJNA339755,human lung metagenome Targeted Locus (Loci),respiratory,15,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of North Texas Health Science Center,2023-09-11T12:54:24
MGYS00002685,ERP107088,PRJEB25193,EMG produced TPA metagenomics assembly of the Metagenomics analysis of donor and recepient samples from fecal transplant for Recurrent Clostridium difficile infection () data set.,gut,15,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL-EBI,2018-07-31T09:21:32
MGYS00001208,ERP016968,PRJEB15257,The antibiotic resistance potential of the preterm infant gut microbiome measured using shotgun metagenomics.,gut,15,root:Host-associated:Human:Digestive system:Large intestine|root:Host-associated:Human:Digestive system:Large intestine:Fecal,PUBLIC HEALTH ENGLAND,2016-09-12T09:46:45
MGYS00005125,ERP117698,PRJEB34744,Metagenomic analysis of the cervicovaginal microbiome in women with systemic lupus erythematosus: A new insight into sex and ethnic differences,urogenital,15,root:Host-associated:Human:Reproductive system:Vagina,"The University of the West Indies, CAve Hill Campus",2019-10-31T10:49:31
MGYS00002186,SRP033022,PRJNA227796,Human Saliva Microbiome,oral,14,root:Host-associated:Human:Digestive system:Oral:Saliva,CIBIO,2019-11-07T16:55:01
MGYS00006459,SRP070848,PRJNA313226,Dynamics of airway microbiota in CF children,respiratory,14,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,mothur,2023-09-11T11:54:27
MGYS00001187,ERP016629,PRJEB14948,Microbiome samples derived from Buruli ulcer wounds and non-Buruli ulcer skin ulcerations,skin,14,root:Host-associated:Human:Skin,Institute of tropical medicine,2016-07-29T14:04:21
MGYS00002073,ERP105190,PRJEB23435,The Investigation and Analysis of Microbiomic Data Relating to Diseases Surrounding the Deep Lung Tissue,respiratory,14,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,"NORTHUMBRIA UNIVERSITY, NEWCASTLE",2023-09-25T21:18:21
MGYS00001300,SRP038999,PRJNA239461,Influence of DNA extraction on oral microbial profiles obtained via 16S rRNA gene sequencing- Supragingival plaque,oral,14,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,University of Connecticut,2019-11-07T16:55:38
MGYS00002176,SRP106728,PRJNA386032,Microbiota between subgingival plaque and gingival tissue in periodontitis,oral,14,root:Host-associated:Human:Digestive system:Oral,Seoul National University,2019-11-07T16:54:00
MGYS00006317,SRP041604,PRJNA246028,Mycobiome analysis in sputum of CF subjects,respiratory,14,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Geisel School of Medicine at Dartmouth,2023-09-01T13:30:08
MGYS00005762,ERP127786,PRJEB43818,EMG produced TPA metagenomics assembly of PRJNA508395 data set (Nanopore long read assembly of the human gut metagenome).,gut,14,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2021-07-27T19:59:21
MGYS00006328,SRP044880,PRJNA256169,Microbiome analysis in sputum of CF subjects,respiratory,14,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Geisel School of Medicine at Dartmouth,2023-09-01T20:13:43
MGYS00001313,ERP019785,PRJEB17882,16S rRNA gene sequencing of the extremelly birth weight infant gut,gut,14,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Institute  of Food Research,2016-11-21T13:55:43
MGYS00006296,SRP038106,PRJNA237382,Microbial community analysis of sputum samples from adults and pediatric patients,respiratory,13,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Geisel School of Medicine at Dartmouth,2023-08-14T19:40:54
MGYS00001581,ERP021966,PRJEB19895,Impact of the diet on the intestinal microbiota in African children moving from rural to urban areas,gut,13,root:Host-associated:Human:Digestive system:Large intestine:Fecal,UNIVERSITY OF FLORENCE,2017-03-14T13:54:48
MGYS00005763,SRP178190,PRJNA508395,Nanopore long read assembly of the human gut metagenome,gut,13,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Stanford University,2021-07-27T19:20:40
MGYS00002236,SRP049918,PRJNA267483,Oral Bacterial Metagenome - Young Healthy Arabs,oral,12,root:Host-associated:Human:Digestive system:Oral,Jazan University,2019-11-07T16:54:25
MGYS00000294,ERP001038,PRJEB2778,Mutualism between gut microbiota and the host as revealed in a comparative study of breast-fed versus formula-fed infants,gut,12,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Texas A&M University,2016-01-20T14:12:06
MGYS00006009,ERP135925,PRJEB51311,EMG produced TPA metagenomics assembly of PRJEB25419 data set (Breast Cancer Metagenomics).,skin,12,root:Host-associated:Human:Skin,EMG,2022-05-18T16:28:55
MGYS00006462,SRP079737,PRJNA331067,human lung metagenome Raw sequence reads,respiratory,12,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Shenzhen Children's Hospital,2023-09-11T12:12:51
MGYS00000304,ERP001506,PRJEB3085,Beta Lactam Antibiotics and Human Gut Microbiota,gut,12,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CSISP,2016-01-20T14:12:06
MGYS00006844,ERP177070,PRJEB94195,Metagenome assembly of PRJEB10391 data set (Impact of ciprofloxacin pertubation on the intestinal resistome and microbiota in two healthy volunteers),gut,12,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2025-08-23T15:16:16
MGYS00002214,SRP009440,,Using High Throughput Sequencing to Understand the Biodiversity of Oral Bacterial Communities,oral,12,root:Host-associated:Human:Digestive system:Oral,University of Connecticut,2018-02-14T13:01:50
MGYS00003143,ERP110944,PRJEB28701,Pilot study to compare the effects of high carbohydrate and high fat diets on gut microbiome,gut,12,root:Host-associated:Human:Digestive system:Large intestine:Fecal,THE UNIVERSITY OF SYDNEY,2018-09-26T15:46:12
MGYS00002690,ERP106629,PRJEB24777,EMG produced TPA metagenomics assembly of the Infant fecal microbiome related to eczema (human gut metagenome) data set.,gut,12,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL-EBI,2018-07-31T11:21:31
MGYS00006629,ERP138409,PRJEB53599,EMG produced TPA metagenomics assembly of PRJNA779415 data set (Vaginal microbiome of reproductive age mother daughter pairs).,urogenital,11,root:Host-associated:Human:Reproductive system:Vagina,EMG,2024-03-09T12:04:41
MGYS00002249,SRP038908,PRJNA238283,Human oral metagenome,oral,11,root:Host-associated:Human:Digestive system:Oral,University of Malaya,2019-11-07T16:54:34
MGYS00003367,ERP108860,PRJEB26833,EMG produced TPA metagenomics assembly of the Severe gut microbiota dysbiosis is associated with poor growth in patients with short bowel syndrome (human gut metagenome) data set.,gut,11,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2018-10-25T20:14:24
MGYS00000518,ERP011339,PRJEB10133,These samples are selections from a larger cohort that were selected for the participation in the EBI metagenomics training in Sept. 2015,skin,10,root:Host-associated:Human:Skin,GSTT BRC Bioinformatics,2016-01-20T14:12:06
MGYS00002150,SRP071254,PRJNA314503,Microbiome of deep dentinal caries lesions associated with symptomatic irreversible pulpitis,oral,10,root:Host-associated:Human:Digestive system:Oral,Federal University of Rio de Janeiro,2018-01-22T16:57:25
MGYS00001868,ERP023746,PRJEB21490,the relationships between gut microbiome and environmental chemicals,gut,10,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Michael Hooker Research Center,2017-07-05T09:46:45
MGYS00006617,ERP141871,PRJEB56901,EMG produced TPA metagenomics assembly of PRJDB10606 data set (Shotgun metagenome sequencing of saliva microbiome of MRONJ patients using HiSeq).,oral,10,root:Host-associated:Human:Digestive system:Oral:Saliva,EMG,2024-03-08T18:32:12
MGYS00005393,ERP116113,PRJEB33329,EMG produced TPA metagenomics assembly of the PRJEB9818 data set (The gut DNA viromes of Malawian twins discordant for severe acute undernutrition).,gut,10,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-05-21T22:08:23
MGYS00006505,SRP154991,PRJNA477678,"Respiratory microbiota in lung cancer, bronchiectasis and healthy populations",respiratory,10,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,National Institute of Fundamental Studies,2023-09-25T15:55:25
MGYS00001308,ERP019639,PRJEB17754,16S rRNA gene sequencing in extremely low birth weight infant gut,gut,10,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Institute  of Food Research,2016-11-18T16:54:53
MGYS00001342,ERP020191,PRJEB18265,Estimation of variability in the gut microbiota resistome of the Russian citizens aimed at identification of pathways for transmission and spread of antibiotic resistance.,gut,10,root:Host-associated:Human:Digestive system:Large intestine:Fecal,RIPCM,2016-12-08T09:19:15
MGYS00001626,ERP019673,PRJEB17783,16S rRNA gene sequencing of Extremelly low birth weight infant,gut,10,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Institute  of Food Research,2017-03-23T11:18:14
MGYS00002261,SRP044888,PRJNA256234,Teeth bacterium Metagenome,oral,10,root:Host-associated:Human:Digestive system:Oral:Periodontal pockets,DNA-technology,2019-11-07T16:55:00
MGYS00003580,ERP108128,PRJEB26155,EMG produced TPA metagenomics assembly of the Fecal Microbiota Transplantation experiments () data set.,gut,10,root:Host-associated:Human:Digestive system:Large intestine,EMG,2018-11-26T18:34:19
MGYS00002274,SRP080750,PRJNA335630,human oral metagenome Metagenome,oral,10,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,Medical University of Graz,2019-11-07T16:55:52
MGYS00003576,ERP108137,PRJEB26164,"EMG produced TPA metagenomics assembly of the Strain-level typing, community shifts and evidence of co-infection derived from metagenomic investigation of two Salmonella outbreaks () data set.",gut,10,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-05-22T00:47:59
MGYS00006313,ERP138652,PRJEB53836,EMG produced TPA metagenomics assembly of PRJNA528558 data set (oral metagenome Metagenome).,oral,9,root:Host-associated:Human:Digestive system:Oral,EMG,2023-09-01T12:45:46
MGYS00003577,ERP108135,PRJEB26162,EMG produced TPA metagenomics assembly of the Functional dynamics of the elderly gut microbiome during probiotic consumption (human gut metagenome) data set.,gut,9,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2018-11-26T18:24:30
MGYS00005812,ERP127599,PRJEB43624,EMG produced TPA metagenomics assembly of PRJNA216965 data set (Dental Calculus Metagenome (archaeological)).,oral,9,root:Host-associated:Human:Digestive system:Oral,EMG,2021-10-12T09:46:22
MGYS00002245,ERP004595,PRJEB5215,Development of an oral mucosa model to study host-microbiome interactions during wound healing,oral,9,root:Host-associated:Human:Digestive system:Oral,UGHENT,2018-02-16T08:34:18
MGYS00001908,ERP024356,PRJEB22036,Correlation between gut microbiota and presence of fecal fungal isolates in Crohn's disease patients.,gut,9,root:Host-associated:Human:Digestive system:Large intestine:Fecal,UNIVERSITY OF FLORENCE,2017-08-11T15:15:04
MGYS00005394,ERP010965,PRJEB9818,The gut DNA viromes of Malawian twins discordant for severe acute undernutrition,gut,9,root:Host-associated:Human:Digestive system:Large intestine:Fecal,WUSL,2020-05-21T21:59:24
MGYS00001211,SRP076746,PRJNA326143,human gut metagenome Metagenome,gut,8,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Seoul National University,2024-01-05T09:30:27
MGYS00003191,SRP041283,PRJNA244913,Impact of experimental Necator americanus infection on human gut microbiota,gut,8,root:Host-associated:Human:Digestive system:Large intestine:Fecal,University of Cambridge,2019-11-07T16:53:24
MGYS00000523,ERP006952,PRJEB7248,Metagenomics of TB-associated sputum,respiratory,8,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,WARWICK,2016-01-20T14:12:06
MGYS00006630,ERP138865,PRJEB54039,EMG produced TPA metagenomics assembly of PRJEB37382 data set (Assessment of different methods for library preparation of human vaginal samples).,urogenital,8,root:Host-associated:Human:Reproductive system:Vagina,EMG,2024-03-09T11:37:43
MGYS00005808,ERP127602,PRJEB43627,EMG produced TPA metagenomics assembly of PRJNA309322 data set (Pediatric MLI metagenome).,gut,8,root:Host-associated:Human:Digestive system:Large intestine,EMG,2021-10-08T19:20:52
MGYS00002046,ERP104210,PRJEB22529,EMG produced TPA metagenomics assembly of the DIPP Diabetes Microbiome (DIPP Diabetes Microbiome) data set,gut,8,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2017-11-24T16:45:43
MGYS00001481,ERP021171,PRJEB19188,The oral metagenome in health and disease,oral,8,root:Host-associated:Human:Digestive system:Oral,CSISP,2017-02-14T13:24:50
MGYS00005809,SRP068619,PRJNA309322,Pediatric MLI metagenome,gut,7,root:Host-associated:Human:Digestive system:Large intestine,University of Ottawa,2021-10-08T18:40:24
MGYS00002687,ERP106630,PRJEB24778,EMG produced TPA metagenomics assembly of the Human Faecal Samples Raw sequence reads (human gut metagenome) data set.,gut,6,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL-EBI,2018-07-31T10:27:06
MGYS00002331,ERP106358,PRJEB24528,EMG produced TPA metagenomics assembly of the Compositional_dynamics_of_intestinal_spore_forming_bacteria (Compositional_dynamics_of_intestinal_spore_forming_bacteria) data set.,gut,6,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL-EBI,2018-04-11T18:15:40
MGYS00002218,SRP028356,PRJNA213531,Human oral microbiome,oral,6,root:Host-associated:Human:Digestive system:Oral,Madurai Kamaraj University,2019-11-07T16:54:06
MGYS00005768,SRP274074,PRJNA648297,Remarkably low relative abundance of several Bifidobacterium species in the altered intestinal microbiota of Helicobacter pylori infected patients with gastric ulcer and gastric cancer,gut,6,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Rajiv Gandhi Centre for Biotechnology,2021-07-27T22:30:52
MGYS00000367,ERP004846,PRJEB5431,Human faeces Metagenome,gut,6,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CCB-UEL,2016-02-08T00:05:03
MGYS00005767,ERP129398,PRJEB45311,EMG produced TPA metagenomics assembly of PRJNA648297 data set (Remarkably low relative abundance of several Bifidobacterium species in the altered intestinal microbiota of Helicobacter pylori infected patients with gastric ulcer and gastric cancer).,gut,6,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2021-09-27T17:56:57
MGYS00006849,ERP166188,PRJEB82502,Metagenome assembly of PRJNA754443 data set (Comparison of short-read and long-read amplicon and metagenomic sequencing data from clinical microbiome samples),gut,6,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2025-08-26T10:46:15
MGYS00005107,SRP114403,PRJNA394849,NGS approaches to metagenomics of gut microbiome,gut,6,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Sapienza Universita' di Roma,2019-11-07T16:53:33
MGYS00002149,SRP047474,PRJNA262008,Carious dentine Genome sequencing,oral,6,root:Host-associated:Human:Digestive system:Oral,Queen Mary University of London,2019-11-07T16:53:45
MGYS00003203,ERP108075,PRJEB26102,EMG produced TPA metagenomics assembly of the Human sputum and synthetic metagenomic samples (synthetic metagenome) data set.,oral,5,root:Host-associated:Human:Digestive system:Oral,EMG,2018-10-25T15:59:11
MGYS00002406,ERP109119,PRJEB27079,Pooled sputum DNA extracts from patients with severe asthma who received either placebo or azithromycin for 48 weeks,respiratory,4,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,SAHMRI,2018-06-11T14:35:54
MGYS00001708,ERP022631,PRJEB20475,Analysis of gut microbiota in infants,gut,4,root:Host-associated:Human:Digestive system:Large intestine:Fecal,National institute for research in reproductive health,2017-04-25T16:34:57
MGYS00006310,ERP139914,PRJEB55049,EMG produced TPA metagenomics assembly of PRJNA631294 data set (Putative amylases in the human vagina).,urogenital,4,root:Host-associated:Human:Reproductive system:Vagina,EMG,2023-09-01T13:23:21
MGYS00005793,ERP127968,PRJEB43974,EMG produced TPA metagenomics assembly of PRJNA510036 data set (Fecal transplant influence on healthy volunteers).,gut,4,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2021-10-07T02:34:50
MGYS00005655,SRP018108,PRJNA78025,Human Oral Subgingival Plaque Microbiome,oral,4,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,Center for Bioinformatics and Computational Biology,2020-11-17T18:40:42
MGYS00000489,ERP006091,PRJEB6542,Gut microbial metabolism shifts towards a more toxic profile with supplementary iron in a kinetic model of the human large intestine,gut,4,root:Host-associated:Human:Digestive system:Large intestine:Fecal|root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,SDSU,2016-04-16T00:05:04
MGYS00002268,SRP058400,PRJNA284168,Human-associated samples Metagenome,oral,4,root:Host-associated:Human:Digestive system:Oral,Kunming Institute of Zoology Chinese Academy of Sciences,2019-11-07T16:54:45
MGYS00006377,SRP315332,PRJNA722576,Fungi sequencing of sputum,respiratory,4,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Southwest Medical University,2023-09-02T21:37:18
MGYS00006376,SRP315330,PRJNA722474,Bacterial sequencing of sputum,respiratory,4,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Southwest Medical University,2023-09-02T21:35:59
MGYS00001960,ERP104539,PRJEB22832,"Library of 16S RNA, amplicon, from microbial community",gut,4,root:Host-associated:Human:Digestive system:Large intestine:Fecal,UNIVERSITY OF SAO PAULO,2017-10-03T08:54:11
